Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2164,Dragon Quest Monsters: Terry's Wonderland 3D,Nintendo 3DS,2012,Role-Playing,Square Enix,0,0,0.96,0,0.96
2206,Mario Tennis Open,Nintendo 3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94
2279,Harvest Moon 3D: A New Beginning,Nintendo 3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91
2364,Resident Evil: Revelations,Nintendo 3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88
2554,Professor Layton vs Phoenix Wright: Ace Attorney,Nintendo 3DS,2012,Puzzle,Level 5,0.2,0.26,0.3,0.04,0.81
2771,LEGO Batman 2: DC Super Heroes,Nintendo 3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0,0.06,0.74
2824,Style Savvy: Trendsetters,Nintendo 3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,Nintendo 3DS,2012,Misc,Namco Bandai Games,0,0,0.63,0,0.63
3208,Angry Birds Trilogy,Nintendo 3DS,2012,Action,Activision,0.38,0.2,0,0.05,0.63
3280,Toshochu: Run for Money,Nintendo 3DS,2012,Adventure,Namco Bandai Games,0,0,0.62,0,0.62
3373,Scribblenauts: Unlimited,Nintendo 3DS,2012,Action,Warner Bros. Interactive Entertainment,0.55,0.01,0,0.04,0.6
3676,Rune Factory 4,Nintendo 3DS,2012,Role-Playing,Xseed Games,0.31,0,0.21,0.03,0.55
3975,Theatrhythm: Final Fantasy,Nintendo 3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5
4057,Epic Mickey: Power of Illusion,Nintendo 3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
4215,Inazuma Eleven Go 2: Chrono Stone,Nintendo 3DS,2012,Role-Playing,Level 5,0,0.01,0.46,0,0.47
4249,Art Academy: Lessons for Everyone,Nintendo 3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46
4884,LEGO The Lord of the Rings,Nintendo 3DS,2012,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0,0.03,0.39
4919,Project X Zone,Nintendo 3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39
5028,Metal Gear Solid: Snake Eater 3D,Nintendo 3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38
5054,Etrian Odyssey IV: Legends of the Titans,Nintendo 3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
5909,Shin Megami Tensei: Devil Summoner - Soul Hackers,Nintendo 3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3
6022,FIFA Soccer 13,Nintendo 3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29
6068,Sonic & All-Stars Racing Transformed,Nintendo 3DS,2012,Racing,Sega,0.12,0.15,0,0.02,0.29
6206,Moshi Monsters: Moshlings Theme Park,Nintendo 3DS,2012,Misc,Activision,0.13,0.13,0,0.03,0.28
6258,Kobitodzukan: Kobito Kansatsu Set,Nintendo 3DS,2012,Misc,Nippon Columbia,0,0,0.28,0,0.28
6311,Rhythm Thief & the Emperor's Treasure,Nintendo 3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Nintendo 3DS,2012,Action,Nintendo,0,0,0.27,0,0.27
7273,Spirit Camera: The Cursed Memoir,Nintendo 3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
7348,Magician's Quest: Town of Magic,Nintendo 3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.21,0,0.21
7419,Heroes of Ruin,Nintendo 3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21
7483,Little Battlers eXperience: Baku Boost,Nintendo 3DS,2012,Action,Nintendo,0,0,0.21,0,0.21
7546,Tekken 3D: Prime Edition,Nintendo 3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
7631,Code of Princess,Nintendo 3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2
7720,Aikatsu! Cinderella Lesson,Nintendo 3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.2,0,0.2
7726,WipeOut 3 The Game,Nintendo 3DS,2012,Action,Activision,0.18,0,0,0.01,0.2
7789,New Love Plus,Nintendo 3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0,0.19
7858,The Amazing Spider-Man (Console Version),Nintendo 3DS,2012,Action,Activision,0.15,0.03,0,0.01,0.19
8060,Hatsune Miku and Future Stars: Project Mirai,Nintendo 3DS,2012,Misc,Sega,0,0,0.18,0,0.18
8142,Pro Evolution Soccer 2013,Nintendo 3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
8328,Transformers: Prime,Nintendo 3DS,2012,Action,Activision,0.13,0.03,0,0.01,0.17
8680,Culdcept,Nintendo 3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16
8698,Toriko: Gourmet Monsters!,Nintendo 3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16
8803,Naruto: Powerful Shippuden,Nintendo 3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
8953,Rayman Origins,Nintendo 3DS,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,Nintendo 3DS,2012,Action,Marvelous Entertainment,0,0,0.14,0,0.14
9128,Farming Simulator 2012,Nintendo 3DS,2012,Action,Excalibur Publishing,0,0.12,0,0.02,0.14
9178,Skylanders Giants,Nintendo 3DS,2012,Action,Activision,0.12,0.01,0,0.01,0.14
9339,Medalot 7,Nintendo 3DS,2012,Action,Rocket Company,0,0,0.13,0,0.13
9773,Crush3D,Nintendo 3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12
10037,Pocket Soccer League: Calciobit,Nintendo 3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11
10129,Funky Barn,Nintendo 3DS,2012,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11
10244,AKB48+Me,Nintendo 3DS,2012,Action,Unknown,0,0,0.11,0,0.11
10515,Samurai Warriors Chronicles 2nd,Nintendo 3DS,2012,Action,Ubisoft Annecy,0,0,0.1,0,0.1
10858,Ouchi Mainichi Tamagotchi,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.09,0,0.09
10925,Brain Age: Concentration Training,Nintendo 3DS,2012,Puzzle,Nintendo,0.09,0,0,0.01,0.09
11246,Lost Heroes,Nintendo 3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.09,0,0.09
11523,Doraemon: Nobita and the Island of Miracles,Nintendo 3DS,2012,Action,FuRyu,0,0,0.08,0,0.08
11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08
11731,Nicola Kanshuu: Model Oshare * Audition Platina,Nintendo 3DS,2012,Action,Alchemist,0,0,0.08,0,0.08
11895,E.X. Troopers,Nintendo 3DS,2012,Shooter,Capcom,0,0,0.07,0,0.07
11909,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07
12313,Dynasty Warriors Vs,Nintendo 3DS,2012,Action,Ackkstudios,0,0,0.06,0,0.06
12522,Smile PreCure! Let's Go! Marchen World,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06
12559,JoJo's Bizarre Adventure: All Star Battle,Nintendo 3DS,2012,Fighting,Take-Two Interactive,0.06,0,0,0,0.06
12749,Girls RPG: Cinderellife,Nintendo 3DS,2012,Role-Playing,Level 5,0,0,0.06,0,0.06
12941,Minna no Ennichi,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05
13157,Guild 01,Nintendo 3DS,2012,Action,Level 5,0,0,0.05,0,0.05
13190,G1 Grand Prix,Nintendo 3DS,2012,Action,Genki,0,0,0.05,0,0.05
13685,Horses 3D,Nintendo 3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04
13822,Time Travelers,Nintendo 3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04
14156,Mame Goma: Shiro to Kuro no Meikyuu,Nintendo 3DS,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03
14170,Deer Drive: Legends,Nintendo 3DS,2012,Action,Maximum Family Games,0.03,0,0,0,0.03
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,Nintendo 3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03
14405,Zero Escape: Virtue's Last Reward,Nintendo 3DS,2012,Adventure,Rising Star Games,0.03,0,0,0,0.03
14458,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,Nintendo 3DS,2012,Adventure,ChunSoft,0,0,0.03,0,0.03
15230,UnchainBlades EXXiV,Nintendo 3DS,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02
15297,Detective Jinguuji Saburo: Ronde Revenge,Nintendo 3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02
15501,Azada,Nintendo 3DS,2012,Puzzle,Licensed 4U,0,0.02,0,0,0.02
15546,Poyo Poyo Kansatsu Nikki,Nintendo 3DS,2012,Action,IE Institute,0,0,0.02,0,0.02
15558,Gon: BakuBakuBakuBaku Adventure,Nintendo 3DS,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
15618,PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,Nintendo 3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02
15681,50 Classic Games,Nintendo 3DS,2012,Misc,Avanquest Software,0,0.02,0,0,0.02
16515,Balloon Pop 2,Nintendo 3DS,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01
33,Pokemon X/Pokemon Y,Nintendo 3DS,2013,Role-Playing,Nintendo,5.17,4.05,4.34,0.79,14.35
189,Tomodachi Life,Nintendo 3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15
235,Luigi's Mansion: Dark Moon,Nintendo 3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
384,Monster Hunter 4,Nintendo 3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
455,The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
822,Mario & Luigi: Dream Team,Nintendo 3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06
913,Yokai Watch,Nintendo 3DS,2013,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89
924,Donkey Kong Country Returns,Nintendo 3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
936,Mario Party: Island Tour,Nintendo 3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85
1247,Puzzle & Dragons,Nintendo 3DS,2013,Role-Playing,GungHo,0,0,1.51,0,1.51
1316,LEGO City Undercover,Nintendo 3DS,2013,Platform,Nintendo,0.51,0.75,0.07,0.12,1.46
1355,Dragon Quest VII: Warriors of Eden,Nintendo 3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.42
2263,Disney Magical World,Nintendo 3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
2346,LEGO Marvel Super Heroes,Nintendo 3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
2629,Professor Layton and the Azran Legacy,Nintendo 3DS,2013,Puzzle,Nintendo,0,0.48,0.25,0.06,0.78
3463,Frozen: Olaf's Quest,Nintendo 3DS,2013,Platform,Disney Interactive Studios,0.27,0.26,0,0.05,0.58
3506,Shin Megami Tensei IV,Nintendo 3DS,2013,Role-Playing,Atlus,0.28,0,0.27,0.02,0.57
4034,Sonic Lost World,Nintendo 3DS,2013,Platform,Sega,0.24,0.15,0.07,0.03,0.49
4587,Hometown Story,Nintendo 3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,0.42
4679,Attack on Titan: Humanity in Chains,Nintendo 3DS,2013,Action,Screenlife,0,0,0.41,0,0.41
4979,One Piece: Unlimited World Red,Nintendo 3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.38
5023,Phoenix Wright: Ace Attorney - Dual Destinies,Nintendo 3DS,2013,Adventure,Capcom,0,0,0.38,0,0.38
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35
5418,Angry Birds Star Wars,Nintendo 3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34
5821,LEGO Legends of Chima: Laval's Journey,Nintendo 3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31
6042,Disney Infinity,Nintendo 3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0,0.02,0.29
6072,Dragon Ball Heroes: Ultimate Mission,Nintendo 3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29
6395,Batman: Arkham Origins Blackgate,Nintendo 3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27
6462,Aikatsu! 2-nin no My Princess,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26
6482,Inazuma Eleven GO 3: Galaxy,Nintendo 3DS,2013,Sports,Level 5,0,0,0.26,0,0.26
6518,Etrian Odyssey Untold: The Millennium Girl,Nintendo 3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
6663,FIFA 14,Nintendo 3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.25
6828,Skylanders SWAP Force,Nintendo 3DS,2013,Platform,Activision,0.1,0.12,0,0.02,0.24
7166,Hatsune Miku: Project Mirai 2,Nintendo 3DS,2013,Action,Sega,0,0,0.22,0,0.22
7953,Kuma-Tomo,Nintendo 3DS,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19
7971,Pro Evolution Soccer 2014,Nintendo 3DS,2013,Action,Konami Digital Entertainment,0,0,0.19,0,0.19
8080,Super Robot Taisen UX,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18
8120,Daigasso! Band Brothers P,Nintendo 3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18
8216,Yu-Gi-Oh! Zexal World Duel Carnival,Nintendo 3DS,2013,Misc,Konami Digital Entertainment,0,0.08,0.08,0.01,0.17
8847,Castlevania: Lords of Shadow - Mirror of Fate,Nintendo 3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,Nintendo 3DS,2013,Action,Nippon Columbia,0,0,0.15,0,0.15
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,Nintendo 3DS,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.14
9631,Little Battlers eXperience: Wars,Nintendo 3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13
9824,Conception II: Children of the Seven Stars,Nintendo 3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12
10499,Little Battlers eXperience W,Nintendo 3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1
10701,Scribblenauts Unmasked: A DC Comics Adventure,Nintendo 3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1
10865,PAC-MAN and the Ghostly Adventures,Nintendo 3DS,2013,Platform,Namco Bandai Games,0.05,0.04,0,0.01,0.09
11035,Cardfight!! Vanguard: Ride to Victory,Nintendo 3DS,2013,Misc,FuRyu,0,0,0.09,0,0.09
11053,Inazuma Eleven 3,Nintendo 3DS,2013,Role-Playing,Nintendo,0,0.08,0,0.01,0.09
11153,Digimon World Re:Digitize Decode,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.09,0,0.09
11386,Pretty Rhythm: My Deco Rainbow Wedding,Nintendo 3DS,2013,Misc,Takara Tomy,0,0,0.08,0,0.08
11387,Kamen Rider: Travelers Senki,Nintendo 3DS,2013,Action,Seventh Chord,0,0,0.08,0,0.08
11407,One Piece: Romance Dawn - Bouken no Yoake,Nintendo 3DS,2013,Fighting,Namco Bandai Games,0,0,0.08,0,0.08
11429,Pretty Rhythm Rainbow Live: Kira Kira My * Design,Nintendo 3DS,2013,Misc,Takara Tomy,0,0,0.08,0,0.08
11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,Nintendo 3DS,2013,Misc,Nippon Columbia,0,0,0.08,0,0.08
11606,Medabots Dual: Kabuto / Kuwagata,Nintendo 3DS,2013,Role-Playing,Rocket Company,0,0,0.08,0,0.08
11774,Touch Detective: Nameko Shigeru,Nintendo 3DS,2013,Adventure,Success,0,0,0.07,0,0.07
11850,Disney's Planes,Nintendo 3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07
11860,Model * Oshare Audition: Dream Girl,Nintendo 3DS,2013,Misc,Alchemist,0,0,0.07,0,0.07
11899,J Legend Retsuden,Nintendo 3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07
11938,Magi: The Labyrinth of Beginning,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,Nintendo 3DS,2013,Action,FuRyu,0,0,0.07,0,0.07
12094,Moshi Monsters: Katsuma Unleashed,Nintendo 3DS,2013,Action,Activision,0.03,0.04,0,0,0.07
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,Nintendo 3DS,2013,Shooter,Activision,0,0.06,0,0,0.06
12541,Toriko: Gourmet Battle!,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06
12604,Metal Max 4: Gekkou no Diva,Nintendo 3DS,2013,Role-Playing,Kadokawa Shoten,0,0,0.06,0,0.06
12919,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.05,0,0.05
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Nintendo 3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05
13275,Detective Conan: Marionette Symphony,Nintendo 3DS,2013,Adventure,Namco Bandai Games,0,0,0.05,0,0.05
13306,Gaist Crusher,Nintendo 3DS,2013,Action,Capcom,0,0,0.05,0,0.05
13443,LEGO Friends,Nintendo 3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.05
13498,Nobunaga's Ambition (3DS),Nintendo 3DS,2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04
13654,Doki Doki! PreCure Narikiri Life!,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04
14043,The Croods: Prehistoric Party!,Nintendo 3DS,2013,Misc,D3Publisher,0.01,0.02,0,0,0.04
14158,Clash of Elementalists,Nintendo 3DS,2013,Action,Unknown,0,0.03,0,0,0.03
14193,Romance of the Three Kingdoms (3DS),Nintendo 3DS,2013,Strategy,Tecmo Koei,0,0,0.03,0,0.03
14228,Yumi's Odd Odyssey,Nintendo 3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03
14261,Tamagotchi no Doki Doki Dream Omisecchi,Nintendo 3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03
14282,Cooking Mama 5: Bon Appetit!,Nintendo 3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03
14319,Toriko: Ultimate Survival,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03
14557,Beyblade Evolution,Nintendo 3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.03
14580,Young Justice: Legacy,Nintendo 3DS,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03
14769,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Nintendo 3DS,2013,Fighting,Arc System Works,0,0,0.03,0,0.03
15361,Bella Sara 2 - The Magic of Drasilmare,Nintendo 3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02
15621,Ben 10 Omniverse 2,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02
15703,Monster High 13 Wishes,Nintendo 3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02
15878,Turbo: Super Stunt Squad,Nintendo 3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02
16243,Seisou no Amazones,Nintendo 3DS,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01
16414,Teenage Mutant Ninja Turtles (3DS),Nintendo 3DS,2013,Action,Activision,0.01,0,0,0,0.01
16471,Exstetra,Nintendo 3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01
16538,Mushi Bugyou,Nintendo 3DS,2013,Action,Namco Bandai Games,0,0,0.01,0,0.01
50,Pokemon Omega Ruby/Pokemon Alpha Sapphire,Nintendo 3DS,2014,Role-Playing,Nintendo,4.23,3.37,3.08,0.65,11.33
98,Super Smash Bros. for Wii U and 3DS,Nintendo 3DS,2014,Fighting,Nintendo,3.24,1.35,2.42,0.43,7.45
309,Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
420,Yokai Watch 2 Ganso/Honke,Nintendo 3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
562,Yokai Watch 2 Shinuchi,Nintendo 3DS,2014,Role-Playing,Level 5,0,0,2.68,0,2.68
953,Kirby: Triple Deluxe,Nintendo 3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82
1432,Yoshi's New Island,Nintendo 3DS,2014,Platform,Nintendo,0.47,0.51,0.28,0.09,1.36
2616,Dragon Quest Monsters 2,Nintendo 3DS,2014,Role-Playing,Square Enix,0,0,0.79,0,0.79
2870,Persona Q: Shadow of the Labyrinth,Nintendo 3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2944,The LEGO Movie Videogame,Nintendo 3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69
3848,Final Fantasy Explorers,Nintendo 3DS,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,0.52
4046,Pokemon Art Academy,Nintendo 3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49
4093,Mario Golf: World Tour,Nintendo 3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
4316,Lego Batman 3: Beyond Gotham,Nintendo 3DS,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0,0.04,0.45
4370,FIFA 15,Nintendo 3DS,2014,Sports,Electronic Arts,0.09,0.33,0,0.03,0.45
4784,Story of Seasons,Nintendo 3DS,2014,Simulation,Nintendo,0,0.13,0.26,0.01,0.4
5147,Theatrhythm Final Fantasy: Curtain Call,Nintendo 3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37
5289,Fossil Fighters: Frontier,Nintendo 3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35
5728,Dragon Ball Heroes: Ultimate Mission 2,Nintendo 3DS,2014,Strategy,Namco Bandai Games,0,0,0.31,0,0.31
5765,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,Nintendo 3DS,2014,Action,Namco Bandai Games,0,0,0.31,0,0.31
6045,Sonic Boom: Shattered Crystal,Nintendo 3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29
6409,Ultimate NES Remix,Nintendo 3DS,2014,Action,Unknown,0.15,0.09,0,0.02,0.27
6510,Skylanders: Trap Team,Nintendo 3DS,2014,Action,Activision,0.14,0.1,0,0.02,0.26
6766,How to Train Your Dragon 2,Nintendo 3DS,2014,Adventure,Little Orbit,0.04,0.19,0,0.02,0.25
6892,LEGO The Hobbit,Nintendo 3DS,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.02,0.24
7389,Senran Kagura 2: Deep Crimson,Nintendo 3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21
8429,Dragon Quest X,Nintendo 3DS,2014,Role-Playing,Square Enix,0,0,0.17,0,0.17
8432,Sumikko Gurashi: Koko ga Ochitsukundesu,Nintendo 3DS,2014,Action,Nippon Columbia,0,0,0.17,0,0.17
8749,Harvest Moon: The Lost Valley,Nintendo 3DS,2014,Simulation,Natsume,0.12,0.02,0,0.01,0.15
9009,Derby Stallion Gold,Nintendo 3DS,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,Nintendo 3DS,2014,Adventure,Activision,0.08,0.04,0,0.01,0.13
9634,Aikatsu! 365 Idol Days,Nintendo 3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Nintendo 3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0,0.12
9894,One Piece: Super Grand Battle! X,Nintendo 3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,0.12
10059,Puyo Puyo Tetris,Nintendo 3DS,2014,Puzzle,Sega,0,0,0.11,0,0.11
10388,Tales of the World: Reve Unitia,Nintendo 3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
10483,Etrian Odyssey II: Heroes of Lagaard,Nintendo 3DS,2014,Role-Playing,Atlus,0,0,0.1,0,0.1
10807,Disney Planes Fire & Rescue,Nintendo 3DS,2014,Action,Disney Interactive Studios,0.01,0.08,0,0.01,0.1
10813,Kuroko's Basketball: Miracle Game,Nintendo 3DS,2014,Sports,Namco Bandai Games,0,0,0.1,0,0.1
10903,Etrian Odyssey 2 Untold: Knight of Fafnir,Nintendo 3DS,2014,Role-Playing,Atlus,0.07,0.02,0,0.01,0.09
11432,Adventure Time: The Secret of the Nameless Kingdom,Nintendo 3DS,2014,Action,Little Orbit,0,0.07,0,0,0.08
11454,Pac-Man and the Ghostly Adventures 2,Nintendo 3DS,2014,Adventure,Namco Bandai Games,0.03,0.05,0,0.01,0.08
11684,Samurai Warriors Chronicles 3,Nintendo 3DS,2014,Action,Tecmo Koei,0,0,0.08,0,0.08
11759,Medabots 8,Nintendo 3DS,2014,Role-Playing,Rocket Company,0,0,0.07,0,0.07
11797,Hero Bank,Nintendo 3DS,2014,Role-Playing,Sega,0,0,0.07,0,0.07
11980,Haikyuu!! Tsunage! Itadaki no Keshiki!!,Nintendo 3DS,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07
12019,Cut the Rope,Nintendo 3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Nintendo 3DS,2014,Action,Nippon Columbia,0,0,0.07,0,0.07
12147,Transformer: Rise of the Dark Spark (3DS),Nintendo 3DS,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07
12169,Penguins of Madagascar,Nintendo 3DS,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07
12220,Gundam Try Age SP,Nintendo 3DS,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
12237,12-Sai. Honto no Kimochi,Nintendo 3DS,2014,Adventure,Happinet,0,0,0.07,0,0.07
12245,Cardfight!! Vanguard: Lock On Victory!!,Nintendo 3DS,2014,Misc,FuRyu,0,0,0.07,0,0.07
